source,title,company,location,contract_type,sector,experience,education,salary,description,skills_raw,url,posted_date,scraped_at
emploi_ma,Assistante de Direction Générale - Marrakech,SOCIÉTÉ ROUANDI,Marrakech-Safi,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",N/A,"Dans le cadre du renforcement de notre organisation basée à Marrakech, nous recrutons une Assistante de Direction Générale (DG) en CDI. Directement rattachée au Directeur Général, vous jouez un rôle central dans l'organisation quotidienne, la coordination des priorités et le suivi des actions stratégiques. Missions : Gérer l'agenda et les plannings de la direction pour assurer une organisation fluide des réunions et des déplacements. Organiser et coordonner les réunions, en préparant les documents nécessaires et en assurant le bon déroulement des événements. Assurer la communication interne et externe en filtrant les appels et en gérant la correspondance. Suivre et préparer les dossiers administratifs et financiers liés aux activités de la direction. Collaborer avec les différents départements pour assurer la cohérence et la fluidité des opérations quotidiennes.",Assistanat - Dossiers - Dossiers Administratifs - Gestion Administrative - Gestion d'Agenda - Organisation de Réunions - Secrétariat - Support,https://www.emploi.ma/offre-emploi-maroc/assistante-direction-generale-marrakech-9338982,2026-04-23,2026-04-24T00:51:48.701314
emploi_ma,Assistant(e) Marketing Junior / Sénior - Marrakech,SERENITE LUXURY,Marrakech-Safi,CDI & Freelance,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",12 000 - 15 000 DH,Nous développons des projets immobiliers de très haut standing intégrant des marques de luxe internationales avec une forte dimension design architecture et branding. Dans le cadre de notre développement nous recherchons un(e) Assistant(e) Marketing capable d'évoluer dans un environnement exigeant créatif et confidentiel et maîtrisant les outils d intelligence artificielle. La personne travaillera en lien direct avec la direction sur des projets à forte valeur ajoutée dans l'immobilier de luxe le design et le branding. Les missions consistent à assister la stratégie marketing et le positionnement des projets immobiliers de luxe à créer et optimiser des contenus de communication et de présentation à participer à l élaboration de plaquettes supports digitaux et éléments de storytelling à utiliser des outils d intelligence artificielle pour la génération de contenus la structuration d idées la veille créative et concurrentielle ainsi que l optimisation de supports marketing à coordonner les échanges avec les designers architectes agences et partenaires et à assurer le suivi opérationnel des projets marketing. Le profil recherché dispose d une formation ou d une expérience en marketing communication design branding ou domaine équivalent. Une très bonne maîtrise des outils d intelligence artificielle est indispensable. Une sensibilité marquée pour le luxe le design l architecture et l immobilier haut de gamme est requise. Une excellente capacité rédactionnelle en français est attendue. La maîtrise de l anglais est un atout important. La personne devra être organisée autonome créative discrète et capable de travailler sur des projets à haut niveau d exigence. Nous offrons un environnement de travail qualitatif et inspirant des projets uniques à dimension internationale une collaboration directe avec la direction une forte montée en compétences sur le luxe le branding et l usage de l intelligence artificielle ainsi qu une rémunération adaptée au profil et à l expérience. Les candidats intéressés sont invités à envoyer un curriculum vitae accompagné de quelques lignes expliquant leur intérêt pour le luxe le design et l intelligence artificielle. Un portfolio ou des exemples de travaux peuvent être joints à titre informatif,Branding - Communication - Design - Marketing - Positionnement - Projets Marketing - Stratégie Marketing - Supports Marketing,https://www.emploi.ma/offre-emploi-maroc/assistante-marketing-marrakech-9206381,2026-04-23,2026-04-24T00:52:31.282976
emploi_ma,Chef de Produit Senior - Tamesna,SOLUDIA MAGHREB,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 & Bac+5 et plus",10 000 - 12 000 DH,"Nous sommes à la recherche d'un Chef de Produit Senior. Missions : Élaborer et mettre en œuvre la stratégie marketing (plan produit) pour dynamiser les ventes et maximiser la rentabilité d'une gamme de médicaments, en conformité avec la réglementation stricte. Développer la notoriété des produits sous sa responsabilité et accroitre leur part de marché. Assurer le lancement de nouveaux produits sur la Marché.",Communication - Marketing - Stratégie Marketing - Techniques Marketing - Vente,https://www.emploi.ma/offre-emploi-maroc/chef-produit-senior-tamesna-9315586,2026-04-23,2026-04-24T00:53:17.910490
emploi_ma,"Ingénieur(e) Chargé D´Affaires Chiffrage CVC, Maintenance, Travaux - Rabat",ATOMEE AFRICA,Rabat-Salé-Kénitra & International,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+4 & Bac+5 et plus,N/A,"Nous sommes à la recherche d'un(e) Ingénieur(e) Chargé d'Affaires Chiffrage CVC, Maintenance, Travaux. L’Ingénieur(e) chiffrage CVC, maintenance, travaux joue un rôle clé et stratégique dans la préparation, la sécurisation et la rentabilité des contrats de maintenance multi technique et travaux associés. Il a pour mission de : Analyser les besoins du client (public ou privé), Traduire ces besoins en moyens humains, techniques et organisationnels, Valoriser les compétences internes de l’entreprise, Et convertir l’ensemble en une offre économique fiable, traçable et exploitable. Il intervient principalement en phase appels d’offres et en support des équipes commerciales et d’exploitation. Missions : 1- Analyse du besoin et des documents contractuels : Étudier les dossiers de consultation (DCE, CCTP, CCAP, BPU, DPGF, annexes techniques). Comprendre la nature des contrats de maintenance (P2, P3, GER, multi-technique, FM). Identifier les exigences implicites et explicites du client. Analyser les risques techniques, contractuels et financiers. Réaliser des visites de site (audit technique, état des installations, contraintes d’exploitation). Synthétiser le besoin client en hypothèses de chiffrage claires et documentées. 2- Chiffrage et construction de l’offre de maintenance : Définir les moyens nécessaires : Ressources humaines (techniciens, encadrement), Temps d’intervention, outillage, consommables, pièces, sous-traitance éventuelle. Évaluer les coûts directs et indirects liés à l’exploitation du contrat. Consulter et analyser les offres fournisseurs et sous-traitants. Construire les prix : Forfaits de maintenance, Prestations hors forfait, Travaux associés. Optimiser les coûts tout en garantissant la qualité de service et la marge cible. Formaliser et tracer l’ensemble des hypothèses de chiffrage. 3- Contribution à la réponse aux appels d’offres : Participer à la rédaction des mémoires techniques : Organisation de la maintenance, Méthodologie d’intervention, Moyens humains et matériels, Gestion des urgences, Sécurité, qualité, environnement. Apporter une vision technique et économique à l’équipe commerciale. S’assurer de la cohérence entre l’offre technique et l’offre financière. Participer, si nécessaire, aux soutenances et échanges avec le client. 4- Support exploitation et amélioration continue : Assurer le passage de relais vers l’exploitation après attribution. Expliquer et justifier les hypothèses de chiffrage aux équipes opérationnelles. Ajuster les estimations en cas d’évolution du périmètre contractuel. Proposer des variantes techniques ou organisationnelles. Capitaliser les retours d’expérience pour améliorer les futurs chiffrages. Assurer une veille technique, réglementaire et contractuelle.",Analyse Financière - Chiffrage - CVC - Électrotechnique - Énergie - Génie Énergétique - Plomberie,https://www.emploi.ma/offre-emploi-maroc/ingenieure-charge-affaires-chiffrage-cvc-maintenance-travaux-rabat-9340252,2026-04-23,2026-04-24T00:59:05.548875
emploi_ma,Commercial Terrain B2B Prêt‑à‑porter Homme (Gros) - Casablanca,N/A,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",Salaire fixe entre 4 000 et 5 000 MAD selon profil et expérience.,"Société de prêt‑à‑porter homme basée à Casablanca recherche un Commercial Terrain B2B expérimenté pour développer les ventes en gros auprès de petites boutiques multi‑marques dans différentes villes du Maroc. Votre mission principale est de vendre nos collections en gros à des détaillants indépendants : vous visitez les boutiques, présentez les produits, conseillez les gérants sur les assortiments adaptés à leur clientèle et prenez les commandes dans le respect de la politique commerciale de l’entreprise. Vous travaillez en étroite collaboration avec la direction pour structurer et développer un portefeuille durable de clients professionnels. Notre société dispose d’un stock important en costumes, chemises et cravates, ainsi que d’un assortiment complémentaire de pantalons coton, pulls et vestes. Nous recherchons un profil de terrain, déjà habitué à travailler avec des boutiques de prêt‑à‑porter, capable de transformer ce stock en chiffre d’affaires régulier via une présence active sur le terrain, une bonne organisation de tournées et une forte capacité de suivi. Missions principales : Prospecter et visiter régulièrement des boutiques de prêt‑à‑porter homme (multi‑marques) dans différentes villes du Maroc. Présenter les collections (costumes, chemises, cravates, pantalons coton, pulls, vestes) et mettre en avant les points forts de chaque gamme. Conseiller les détaillants sur les assortiments, tailles, couleurs et quantités en fonction de leur clientèle et de leur niveau de stock. Négocier les conditions dans le cadre de la politique définie par la direction (quantités, remises, délais, modalités de règlement). Prendre les commandes de façon rigoureuse et assurer une transmission claire aux équipes internes. Assurer le suivi des clients existants : relances, présentation des nouveautés, gestion des réassorts, aide à la rotation des stocks en magasin. Participer, si nécessaire, à certains encaissements ou recouvrements, en coordination avec l’administration. Remonter les informations du terrain : prix pratiqués par la concurrence, bestsellers, difficultés rencontrées par les détaillants, opportunités de nouvelles zones ou nouveaux types de boutiques.",Négociation - Prospection - Prospection Terrain - Suivi des Clients - Vente,https://www.emploi.ma/offre-emploi-maroc/commercial-terrain-b2b-pret-porter-homme-gros-casablanca-9337763,2026-04-23,2026-04-24T00:59:17.006790
emploi_ma,Gestionnaire Parc et Convoyage - Casablanca,CRIT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Débutant < 2 ans,"Bac+3, Bac+4 & Bac+5 et plus",< 4 000 DH,"Nous sommes à la recherche d'un Gestionnaire Parc et Convoyage. Missions : Accueillir et accompagner les clients et conducteurs lors de la mise à disposition des véhicules Assurer une relation client professionnelle et réactive Gérer les situations d’assistance (panne, accident, vol) Traiter les demandes clients dans les meilleurs délais Assurer le suivi complet des dossiers (réservation, parc, clôture) Saisir et suivre les données clients via les outils CRM (Salesforce…) Accompagner les clients dans leurs relations avec les réparateurs",Animation Commerciale - CRM - Relation Clients - Vente,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-parc-convoyage-casablanca-9340194,2026-04-23,2026-04-24T00:59:27.632211
emploi_ma,Coordinateur Back Office (CBO) - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+1, Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,"Pour l’un de ses clients, dans le secteur Immobilier, TECTRA recherche un(e) Coordinateur Back Office , à Casablanca. Missions Principales : Assurer la mise à jour des plans d’action et check-lists sur la plateforme Alerter le Responsable Exploitation en cas d’écarts (fond et forme) Préparer les communications destinées aux copropriétaires et courriers administratifs Interagir avec les bureaux syndicaux si nécessaire Veiller au traitement des réclamations et à leur enregistrement dans le système Participer au suivi et à la résolution des sinistres avec le courtier Relancer les devis en attente et suivre l’avancement des dossiers Identifier et remonter les dysfonctionnements récurrents (retards, manque de suivi, dossiers incomplets…)",Comptabilité - Devis - Finance - Gestion - Vente,https://www.emploi.ma/offre-emploi-maroc/coordinateur-back-office-cbo-casablanca-9340219,2026-04-23,2026-04-24T00:59:38.695268
emploi_ma,Gestionnaire Relation Client - Casablanca,CRIT,Casablanca-Mohammedia,Intérim,Secteur d´activité,Débutant < 2 ans,"Bac+3, Bac+4 & Bac+5 et plus",< 4 000 DH,"Nous sommes à la recherche d'un Gestionnaire Relation Client. Rattaché(e) à la Direction des Opérations, le Gestionnaire Relation Client assure la prise en charge des demandes clients et veille à leur satisfaction. À ce titre, vous serez amené(e) à : Assister les clients en cas de panne, accident ou vol de leur véhicule Traiter les demandes clients dans les meilleurs délais Analyser les besoins et proposer des solutions adaptées Assurer le suivi des dossiers jusqu’à leur résolution Réceptionner les déclarations de sinistres et conseiller les clients Saisir et mettre à jour les données clients sur les outils (CRM, Salesforce…) Accompagner les clients dans leurs relations avec les réparateurs Veiller à la qualité de service et à l’efficacité des échanges",Actions Commerciales - CRM - Relation Clients - Vente,https://www.emploi.ma/offre-emploi-maroc/gestionnaire-relation-client-casablanca-9340089,2026-04-23,2026-04-24T00:59:49.185980
emploi_ma,HSE Technicien - Meknès,LEAR CORPORATION MEKNES,Meknès,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,N/A,"Nous recherchons un HSE Technicien / Technicien Hygiène, Sécurité, Environnement pour rejoindre notre équipe dans le secteur de l'industrie et de la production. Ce poste implique la surveillance quotidienne des conditions de sécurité, la mise en œuvre des directives HSE, et la gestion des non-conformités afin d'assurer un environnement de travail sûr et conforme aux réglementations en vigueur. Missions : Effectuer l'inspection journalière des équipements et des zones de travail pour garantir la conformité aux normes de sécurité. Mettre en œuvre et suivre les directives HSE telles que la sécurité des chariots élévateurs, la gestion des issues de secours, et la conformité des équipements. Relever et traiter les non-conformités identifiées lors des inspections ou des audits internes. Veiller au respect des exigences réglementaires en matière de santé, sécurité et environnement. Participer aux analyses environnementales et à l’évaluation des risques liés aux activités de l’usine.",Amélioration Continue - Hygiène - Maintenance - Production - Qualité - Risques Industriels,https://www.emploi.ma/offre-emploi-maroc/hse-technicien-meknes-9339922,2026-04-23,2026-04-24T00:59:59.741441
emploi_ma,Contrôleur de Gestion - Rabat,N/A,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+4 & Bac+5 et plus,N/A,"Dans le cadre de notre développement, nous recherchons un(e) Contrôleur de Gestion basé(e) à Rabat. Missions principales : Suivi et analyse des performances financières Élaboration des reportings et tableaux de bord Contrôle des coûts et optimisation des budgets Participation aux clôtures comptables Analyse des écarts et recommandations",Audit - Comptabilité - Finance - Gestion,https://www.emploi.ma/offre-emploi-maroc/controleur-gestion-rabat-9339303,2026-04-23,2026-04-24T01:00:12.061044
