source,title,company,location,contract_type,sector,experience,education,salary,description,skills_raw,url,posted_date,scraped_at
emploi_ma,Professeur Permanent en Informatique - Fès,EDVANTIS HIGHER EDUCATION GROUP,Fès,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Dans le cadre de son développement, le groupe Edvantis recrute pour son campus ISGA à Fès des Enseignants Chercheurs Permanents en Informatique. Missions: Enseignement (cours et des Travaux Dirigés) et autres activités pédagogiques Encadrement pédagogique et suivi de projets étudiants Recherche scientifique dans le domaine de spécialisation.",N/A,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-informatique-fes-9261120,2026-04-22,2026-04-22T23:16:03.622648
emploi_ma,Conseiller Commercial Véhicules d’Occasion - Casablanca,CRIT,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,N/A,"Nous sommes à la recherche d'un Conseiller Commercial Véhicules d’Occasion. Rattaché(e) à la direction commerciale, vous êtes en charge de la commercialisation des véhicules d’occasion. Vous accueillez et conseillez les clients en fonction de leurs besoins, assurez la présentation des véhicules et accompagnez les prospects jusqu’à la conclusion de la vente.Vous développez votre portefeuille clients, assurez le suivi des leads et contribuez activement à l’atteinte des objectifs commerciaux. Vous participez également à la valorisation du parc VO et veillez à offrir une expérience client de qualité.",Commercialisation - Vente,https://www.emploi.ma/offre-emploi-maroc/conseiller-commercial-vehicules-occasion-casablanca-9328839,2026-04-22,2026-04-22T23:23:50.709229
emploi_ma,Ingénieur Étude de Prix et Développement - Kénitra,N/A,Rabat-Salé-Kénitra,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans,Bac+5 et plus,N/A,"Ingénieur de formation Génie civil ou hydraulique, vous êtes passionné par la réalisation des études de budgétisation le développement des méthodes d’exécution et l'élaboration du dossier des Appels d'offre et d’exécution et vous voulez mettre en œuvre votre goût pour la communication, votre dynamisme et votre sens du service. L'entreprise Riegonor renforce son équipe et recrute un Ingénieur Étude de Prix et Développement sur Kénitra . Missions : Réaliser les études de marché (Biens, clients, la concurrence, l’environnement politique, économique et juridique, la conjoncture) Conquérir de nouveaux clients par de nouvelles stratégies marketing (publicités, participations aux salons, …) Valoriser le potentiel de l’entreprise (Qualification et classification,certification) Assurer la veille du marché Développer le panel Produits, Clients à l’échelle nationale et internationale Répondre aux consultations et aux sollicitations des clients publics et privés, soit en négoce ou en projet. Suivre et analyser de façon pertinente les résultats de chaque offre pour capitaliser. Assurer la mise en place des démarches nécessaires à la concrétisation de la transaction. Élaborer les tableaux de bords et indicateurs nécessaire au pilotage commercial et à la mesure de sa performance (PPC-CCF-Tableaux de suivis). Transférer les dossiers des transactions adjugées aux processus concernés (Travaux pour les projets, Achats logistique pour les ventes). Participer  dans les processus réalisation et vente en terme d’étude d’exécution, de variantes techniques, variation des masses de travaux, d’étude d’agrément et de recollement. Participer à la réunion de clôture de tous les projets. Suivre la réclamation et en ressortir les indicateurs de la non qualité et de la satisfaction client Appliquer et Veiller à l’application des processus et procédures Ainsi, tout en collaborant avec l'équipe en place, vous gérez en toute autonomie l'intégralité du cycle de l'ingénierie d'affaires, de l'analyse des besoins à la livraison finale.",Aménagement - Aménagement Hydraulique - Analyse Budgétaire - Appel d'Offres - Assainissement - BTP - Dessin de Bâtiment - Dessin Hydraulique - Hydraulique - Méthodes Industrielles,https://www.emploi.ma/offre-emploi-maroc/ingenieur-etude-prix-developpement-kenitra-9335258,2026-04-22,2026-04-22T23:24:13.709346
emploi_ma,Agent Administratif Ressources Humaines  - Casablanca,ATLAS MULTISERVICES,Casablanca-Mohammedia,CDI,Secteur d´activité,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Bac+2 & Bac+3,5 000 - 6 000 DH,"Nous sommes à la recherche d'un Agent Administratif Ressources Humaines. En tant qu’ Agent Administratif RH , vous serez le point de contact pour les tâches administratives liées aux collaborateurs et/ou aux candidats. Vous assurerez la gestion des dossiers , la préparation des documents, le suivi des processus RH et veillerez à la conformité des informations. Votre rôle est essentiel pour garantir une expérience fluide et professionnelle.",Comptabilité - Finance - Formation - Gestion - Processus RH,https://www.emploi.ma/offre-emploi-maroc/agent-administratif-ressources-humaines-casablanca-9142426,2026-04-22,2026-04-22T23:24:46.522760
emploi_ma,Responsable Fiscalité - Casablanca,AFRICAWORK,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Bac+5 et plus,N/A,"Nous recrutons pour l'un de nos clients, une société d'expertise comptable et de conseil, un(e) Tax Manager / Responsable Fiscalité Senior basé(e) à Casablanca . Missions principales : Accompagner les clients de son portefeuille dans leurs prises de décision en leur proposant des solutions fiscales pertinentes et adaptées à leur situation. Gérer les missions fiscales courantes et ponctuelles, notamment à travers des études fiscales (fusions, acquisitions, restructurations), en veillant à la qualité des livrables et au respect des délais. Intervenir pour défendre les intérêts des clients et expliquer les choix effectués en cas de contrôle fiscal ou de réclamation. Encadrer et animer une équipe de fiscalistes. Participer à des missions à forte valeur ajoutée, telles que les fusions et apports partiels d’actifs. Encadrer et participer à des Tax Due Diligences.",Finance - Fiscalité - Fusions Acquisitions - Gestion,https://www.emploi.ma/offre-emploi-maroc/responsable-fiscalite-casablanca-9338322,2026-04-22,2026-04-22T23:25:54.089174
emploi_ma,Chargé(e) D’Affaires – Mobilité Électrique (H/F) - Casablanca,TECTRA CASA TERTIAIRE – RECRUTEMENT,Casablanca-Mohammedia,"CDI, CDD, Intérim, Stage, Freelance, Anapec, Alternance, Temps partiel & Statutaire",Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+4 & Bac+5 et plus,N/A,"Pour l’un de ses clients, dans Énergie solaire, TECTRA recherche un(e) Chargé(e) d’Affaires , à Casablanca. Missions Principales : Développer et gérer un portefeuille clients (B2B & B2C) Identifier et prospecter de nouvelles opportunités (entreprises, promoteurs, gestionnaires de flottes, etc.) Analyser les besoins des clients et proposer des solutions adaptées en infrastructures de recharge Élaborer des offres technico-commerciales en collaboration avec les équipes internes Piloter les projets et assurer un suivi client de qualité Négocier les conditions commerciales jusqu’à la signature des contrats",Négociation - Vente,https://www.emploi.ma/offre-emploi-maroc/chargee-affaires-mobilite-electrique-hf-casablanca-9338308,2026-04-22,2026-04-22T23:26:18.920206
emploi_ma,Technicien Laboratoire - Casablanca,REAL SMILE ALIGNER,Casablanca-Mohammedia,CDI,Secteur d´activité,Débutant < 2 ans et plus,"Bac+2, Bac+3, Bac+4 & Bac+5 et plus",N/A,Nous sommes à la recherche d'un Technicien Laboratoire. Missions principales : Réaliser les analyses et manipulations en laboratoire Assurer le suivi des échantillons et des résultats Veiller au respect des protocoles et des normes d’hygiène et de sécurité Participer à l’organisation et à l’entretien du matériel de laboratoire Nous offrons : Un environnement de travail dynamique Une opportunité de développement professionnel,Biologie - Hygiène - Laboratoire,https://www.emploi.ma/offre-emploi-maroc/technicien-laboratoire-casablanca-9338268,2026-04-22,2026-04-22T23:26:34.966178
emploi_ma,Technicien de Maintenance Industrielle - Meknès,SOMACOS,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CDI - CDD,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+1, Bac+2, Bac+3, Bac+4 - Bac+5 et plus",N/A,"On est à la recherche des Techniciens de Maintenance Industrielle à Meknès, expérimenté en maintenance industriel et multi techniques. Les missions : Effectuer l’entretien courant du parc machine et des infrastructures. réaliser les travaux de maintenance préventive en fonction du planning établi. effectuer les réglages machines (demande production ou qualité). intervenir immédiatement sur tout dysfonctionnement machine (dépannage). veiller à la bonne marche des équipements, détecter les anomalies afin de limiter les temps d’arrêt de production et prévenir de tout risque de casse, de panne ou d’accident. valider le fonctionnement de la machine et assurer la propreté du poste après chaque intervention. participer aux opérations de montage des installations neuves. remplir les demandes d’achats nécessaires pour le remplacement de pièces défectueuses. remplir les documents de maintenance (fiche intervention, surveillance machine, fiche préventif, gestion de stock, relevés, etc.).",Machines - Maintenance - Maintenance Industrielle - Maintenance Préventive - Montage - Parc Machine - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/technicien-maintenance-industrielle-meknes-9338271,2026-04-22,2026-04-22T23:26:51.662540
emploi_ma,Chef d´Equipe Extrudeur - Meknès,SOMACOS,Agadir - Béni Mellal-Khénifra - Casablanca-Mohammedia - Dakhla -...,CDI - CDD,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,"Bac+3, Bac+4 - Bac+5 et plus",N/A,"Nous recrutons un Chef d’Équipe Extrudeur. Description du poste Vous interviendrez dans une industrie en production continue en 3X8. Durant votre poste, Vous affecterez les tâches à effectuer pendant le poste au sein de l'équipe. Vous veillerez à la bonne réalisation des productions selon les besoins clients et les standards sécurité et qualité et serez vous-même œuvrant (assurer les changements de série, montage démontage des filières et des conformateurs, assurer la maintenance première niveau suivre et préparation mélange la mise en place des 5S la rédaction des rapport production contrôles qualité ...). Vous serez l'interlocuteur principal entre votre équipe et le Responsable de Production : suivi de la performance, gestion des aléas, proposition d'améliorations.",Démontage - Extrusion - Maintenance - Montage - Production - Qualité,https://www.emploi.ma/offre-emploi-maroc/chef-equipe-extrudeur-meknes-9338265,2026-04-22,2026-04-22T23:27:02.653109
emploi_ma,Professeur Permanent en Architecture - Casablanca,EDVANTIS HIGHER EDUCATION GROUP,Casablanca-Mohammedia,CDI,Secteur d´activité,Expérience entre 2 ans et 5 ans et plus,Bac+5 et plus,N/A,"Dans le cadre de son développement, le groupe Edvantis recrute pour son campus à Casablanca des Professeurs Permanents en Architecture . Missions : Enseignement (cours et des Travaux Dirigés) et autres activités pédagogiques Encadrement pédagogique et suivi de projets étudiants Recherche scientifique dans le domaine de spécialisation.",N/A,https://www.emploi.ma/offre-emploi-maroc/professeur-permanent-architecture-casablanca-9338227,2026-04-22,2026-04-22T23:27:20.740789
